task,dataset,image,sigma255,method,transition,dx,dy,klt_survival,klt_epe,klt_bad1,klt_bad3,farneback_epe,farneback_median_epe,farneback_bad1,farneback_bad3,farneback_bias_dx,farneback_bias_dy
tracking_flow,kodak24,kodim01,20,nlm,4.0,2.0,1.0,1.0,0.17909850180149078,0.0036101083032490976,0.0036101083032490976,0.18008552491664886,0.13818329572677612,0.0029322073657049026,0.0,-0.0363326370716095,-0.030823394656181335
tracking_flow,kodak24,kodim01,20,nlm,5.0,2.0,1.0,1.0,0.18056133389472961,0.007272727272727273,0.0036363636363636364,0.1803794950246811,0.13992106914520264,0.003430682617874736,0.0,-0.02543363906443119,-0.013844884932041168
tracking_flow,kodak24,kodim01,20,nlm,6.0,2.0,1.0,1.0,0.1521078497171402,0.0,0.0,0.17401516437530518,0.13913193345069885,0.004955430448041286,0.0,-0.02429179847240448,-0.019448187202215195
tracking_flow,kodak24,kodim01,20,bm3d,0.0,2.0,1.0,1.0,0.1768653839826584,0.0037593984962406013,0.0037593984962406013,0.14153005182743073,0.11620056629180908,0.0062162796152943935,0.0,0.01843053102493286,-0.003304447513073683
tracking_flow,kodak24,kodim01,20,bm3d,1.0,2.0,1.0,1.0,0.13184133172035217,0.003745318352059925,0.003745318352059925,0.1334242969751358,0.10960803925991058,0.0028442411447337558,0.0,-0.024559399113059044,-0.006070275325328112
tracking_flow,kodak24,kodim01,20,bm3d,2.0,2.0,1.0,1.0,0.10624517500400543,0.0,0.0,0.13344286382198334,0.10943987965583801,0.0018179685667370396,0.0,-0.011060567572712898,-0.01776157133281231
tracking_flow,kodak24,kodim01,20,bm3d,3.0,2.0,1.0,1.0,0.09539663046598434,0.0,0.0,0.12088906764984131,0.10451088100671768,0.0014661036828524513,0.0,0.006758440751582384,0.017863154411315918
tracking_flow,kodak24,kodim01,20,bm3d,4.0,2.0,1.0,1.0,0.10225429385900497,0.0,0.0,0.13604122400283813,0.11622436344623566,0.0028442411447337558,0.0,-0.009887225925922394,-0.02301648259162903
tracking_flow,kodak24,kodim01,20,bm3d,5.0,2.0,1.0,1.0,0.1298251897096634,0.0036363636363636364,0.0036363636363636364,0.1401096135377884,0.10987110435962677,0.005453905700211119,0.0,0.014866174198687077,0.02271031029522419
tracking_flow,kodak24,kodim01,20,bm3d,6.0,2.0,1.0,1.0,0.10660944133996964,0.0,0.0,0.13221171498298645,0.11176538467407227,0.0031081398076471967,0.0,-0.011890707537531853,-0.015533885918557644
tracking_flow,kodak24,kodim01,20,fdncnn_color,0.0,2.0,1.0,1.0,0.15797744691371918,0.0037593984962406013,0.0037593984962406013,0.12449949234724045,0.10765738785266876,0.0004984752521698335,0.0,0.02071043848991394,0.009702653624117374
tracking_flow,kodak24,kodim01,20,fdncnn_color,1.0,2.0,1.0,1.0,0.09928025305271149,0.0,0.0,0.11792615056037903,0.09959066659212112,0.0005864414731409805,0.0,-0.01865648850798607,-0.010568030178546906
tracking_flow,kodak24,kodim01,20,fdncnn_color,2.0,2.0,1.0,1.0,0.09558523446321487,0.0,0.0,0.12246230989694595,0.10053486377000809,0.0008210180623973727,0.0,-0.007814783602952957,-0.021065056324005127
tracking_flow,kodak24,kodim01,20,fdncnn_color,3.0,2.0,1.0,1.0,0.09033606946468353,0.0,0.0,0.11070048063993454,0.09368779510259628,0.0004691531785127844,0.0,0.007480925414711237,0.022078987210989
tracking_flow,kodak24,kodim01,20,fdncnn_color,4.0,2.0,1.0,1.0,0.09197697043418884,0.0,0.0,0.11527083069086075,0.09846910089254379,0.0007330518414262257,0.0,-0.0031406832858920097,-0.014981538988649845
tracking_flow,kodak24,kodim01,20,fdncnn_color,5.0,2.0,1.0,1.0,0.0988839715719223,0.0,0.0,0.11908896267414093,0.09789028763771057,0.0009089842833685198,0.0,0.012829896062612534,0.013593715615570545
tracking_flow,kodak24,kodim01,20,fdncnn_color,6.0,2.0,1.0,1.0,0.09589610248804092,0.0,0.0,0.11102627962827682,0.09738034754991531,0.0002345765892563922,0.0,-0.010490870103240013,-0.009692162275314331
tracking_flow,kodak24,kodim01,20,ectv_fdncnn,0.0,2.0,1.0,1.0,0.15797744691371918,0.0037593984962406013,0.0037593984962406013,0.12449949234724045,0.10765738785266876,0.0004984752521698335,0.0,0.02071043848991394,0.009702653624117374
tracking_flow,kodak24,kodim01,20,ectv_fdncnn,1.0,2.0,1.0,1.0,0.09928025305271149,0.0,0.0,0.11792615056037903,0.09959066659212112,0.0005864414731409805,0.0,-0.01865648850798607,-0.010568030178546906
tracking_flow,kodak24,kodim01,20,ectv_fdncnn,2.0,2.0,1.0,1.0,0.09558523446321487,0.0,0.0,0.12246230989694595,0.10053486377000809,0.0008210180623973727,0.0,-0.007814783602952957,-0.021065056324005127
tracking_flow,kodak24,kodim01,20,ectv_fdncnn,3.0,2.0,1.0,1.0,0.09033606946468353,0.0,0.0,0.11070048063993454,0.09368779510259628,0.0004691531785127844,0.0,0.007480925414711237,0.022078987210989
tracking_flow,kodak24,kodim01,20,ectv_fdncnn,4.0,2.0,1.0,1.0,0.09197697043418884,0.0,0.0,0.11527083069086075,0.09846910089254379,0.0007330518414262257,0.0,-0.0031406832858920097,-0.014981538988649845
