task,dataset,image,quality,method,bpp,psnr,ssim,grad_corr,grad_mae,tv_input,tv_output
jpeg_compression,kodak24,kodim02,10,noisy,0.4095394736842105,25.33439603365098,0.5451756119728088,0.7721872329711914,0.022764457389712334,0.31874731183052063,0.0590379498898983
jpeg_compression,kodak24,kodim02,20,noisy,0.76078216374269,25.388738853280923,0.46935996413230896,0.7498614192008972,0.03262721374630928,0.31874731183052063,0.09558895230293274
jpeg_compression,kodak24,kodim02,30,noisy,1.0573830409356726,25.1429501411019,0.44602343440055847,0.7484500408172607,0.03567194938659668,0.31874731183052063,0.11414127796888351
jpeg_compression,kodak24,kodim02,50,noisy,1.6392543859649122,24.06443083414226,0.38525059819221497,0.7354912757873535,0.0399789921939373,0.31874731183052063,0.158346027135849
jpeg_compression,kodak24,kodim02,70,noisy,2.472404970760234,23.007004939625332,0.3331645429134369,0.7293771505355835,0.04181290790438652,0.31874731183052063,0.2071586549282074
jpeg_compression,kodak24,kodim02,10,tv_maxiter,0.32730263157894735,26.22854277215325,0.6477658152580261,0.8005329966545105,0.015711825340986252,0.31874731183052063,0.0296336580067873
jpeg_compression,kodak24,kodim02,20,tv_maxiter,0.45741959064327486,27.708752000232145,0.6795989871025085,0.8577924966812134,0.013752269558608532,0.31874731183052063,0.035530708730220795
jpeg_compression,kodak24,kodim02,30,tv_maxiter,0.5995979532163743,28.236176667595597,0.6913403868675232,0.8745919466018677,0.013322251848876476,0.31874731183052063,0.038861244916915894
jpeg_compression,kodak24,kodim02,50,tv_maxiter,0.835343567251462,28.761315168990112,0.7077679634094238,0.8887456655502319,0.012853967025876045,0.31874731183052063,0.04123500734567642
jpeg_compression,kodak24,kodim02,70,tv_maxiter,1.1741593567251463,29.086952130650367,0.7128648161888123,0.8919199109077454,0.012906818650662899,0.31874731183052063,0.0438426211476326
jpeg_compression,kodak24,kodim02,10,tv_fixedk_val,0.3258406432748538,26.23031353187127,0.6480774283409119,0.7999111413955688,0.015708627179265022,0.31874731183052063,0.029373304918408394
jpeg_compression,kodak24,kodim02,20,tv_fixedk_val,0.45394736842105265,27.728087342719974,0.682002604007721,0.8582606911659241,0.013684890232980251,0.31874731183052063,0.03506149351596832
jpeg_compression,kodak24,kodim02,30,tv_fixedk_val,0.5935672514619883,28.261897004424274,0.6944764256477356,0.8755043148994446,0.013205104507505894,0.31874731183052063,0.03840484842658043
jpeg_compression,kodak24,kodim02,50,tv_fixedk_val,0.8304093567251462,28.769687083128332,0.7092075943946838,0.8891713619232178,0.012791851535439491,0.31874731183052063,0.040962524712085724
jpeg_compression,kodak24,kodim02,70,tv_fixedk_val,1.168859649122807,29.125312989043387,0.715885579586029,0.8932154178619385,0.012779348529875278,0.31874731183052063,0.04351755231618881
jpeg_compression,kodak24,kodim02,10,tv_discrepancy,0.32730263157894735,26.22854277215325,0.6477658152580261,0.8005329966545105,0.015711825340986252,0.31874731183052063,0.0296336580067873
jpeg_compression,kodak24,kodim02,20,tv_discrepancy,0.45741959064327486,27.708752000232145,0.6795989871025085,0.8577924966812134,0.013752269558608532,0.31874731183052063,0.035530708730220795
jpeg_compression,kodak24,kodim02,30,tv_discrepancy,0.5995979532163743,28.236176667595597,0.6913403868675232,0.8745919466018677,0.013322251848876476,0.31874731183052063,0.038861244916915894
jpeg_compression,kodak24,kodim02,50,tv_discrepancy,0.835343567251462,28.761315168990112,0.7077679634094238,0.8887456655502319,0.012853967025876045,0.31874731183052063,0.04123500734567642
jpeg_compression,kodak24,kodim02,70,tv_discrepancy,1.1741593567251463,29.086952130650367,0.7128648161888123,0.8919199109077454,0.012906818650662899,0.31874731183052063,0.0438426211476326
jpeg_compression,kodak24,kodim02,10,tv_chambolle_val,0.2991593567251462,26.029409177553905,0.6365218758583069,0.7407134175300598,0.016848869621753693,0.31874731183052063,0.02122596465051174
jpeg_compression,kodak24,kodim02,20,tv_chambolle_val,0.3788377192982456,27.533007499797804,0.6865618228912354,0.8153230547904968,0.014727000147104263,0.31874731183052063,0.023888638243079185
jpeg_compression,kodak24,kodim02,30,tv_chambolle_val,0.45303362573099415,28.0784468359167,0.7063533663749695,0.8340792059898376,0.01402888260781765,0.31874731183052063,0.024334516376256943
jpeg_compression,kodak24,kodim02,50,tv_chambolle_val,0.5851608187134503,28.49292036546059,0.72842937707901,0.8536784052848816,0.01338515616953373,0.31874731183052063,0.024449696764349937
jpeg_compression,kodak24,kodim02,70,tv_chambolle_val,0.7997076023391813,28.884871552445432,0.7384638786315918,0.8648905754089355,0.01298170629888773,0.31874731183052063,0.02574262209236622
jpeg_compression,kodak24,kodim02,10,ectv,0.35562865497076024,26.034074931877914,0.6201123595237732,0.8048299551010132,0.01694013550877571,0.31874731183052063,0.03898328170180321
