task,dataset,image,sigma255,seed,method,psnr,ssim,grad_corr,grad_mae,tv_input,tv_output,iterations,runtime,budget,removed,p,gamma,lambda,alpha,eta,accepted
synthetic_image,kodak24,kodim04,25.0,0,fdncnn_color,32.25404182579637,0.8648397326469421,0.9629262089729308,0.0115960370749235,0.3333169519901275,0.048906322568655,0,1.166472099999737,,,0.0,,,,,
synthetic_image,kodak24,kodim04,25.0,0,ectv_fdncnn,32.25404182579637,0.8648397326469421,0.9629262089729308,0.0115960370749235,0.3333169519901275,0.048906322568655,0,1.168532599998798,0.333308650746332,0.2844106294214725,0.6839397205857212,0.32,,0.3333333333333333,1.0,1.0
synthetic_image,kodak24,kodim05,25.0,0,noisy,20.406272624175745,0.627474844455719,0.9456291198730468,0.0351944677531719,0.3711698949337005,0.3711698949337005,0,0.0,0.0,0.0,0.0,,,,,
synthetic_image,kodak24,kodim05,25.0,0,fdncnn_color,28.31034769269645,0.8880875110626221,0.976771593093872,0.0206744857132434,0.3711698949337005,0.1336337924003601,0,1.1660140000003594,,,0.0,,,,,
synthetic_image,kodak24,kodim05,25.0,0,ectv_fdncnn,28.31034769269645,0.8880875110626221,0.976771593093872,0.0206744857132434,0.3711698949337005,0.1336337924003601,0,1.168128200000865,0.333308650746332,0.2375361025333404,0.6839397205857212,0.32,,0.3333333333333333,1.0,1.0
synthetic_image,kodak24,kodim06,25.0,0,noisy,20.379520556179337,0.3423655927181244,0.8727362155914307,0.0385643988847732,0.3347497880458832,0.3347497880458832,0,0.0,0.0,0.0,0.0,,,,,
synthetic_image,kodak24,kodim06,25.0,0,fdncnn_color,30.78690827443935,0.842510461807251,0.9650829434394836,0.0142357209697365,0.3347497880458832,0.0616419427096843,0,1.1839734999994107,,,0.0,,,,,
synthetic_image,kodak24,kodim06,25.0,0,ectv_fdncnn,30.78690827443935,0.842510461807251,0.9650829434394836,0.0142357209697365,0.3347497880458832,0.0616419427096843,0,1.1859190999985003,0.333308650746332,0.2731078453361988,0.6839397205857212,0.32,,0.3333333333333333,1.0,1.0
synthetic_image,kodak24,kodim07,25.0,0,noisy,20.26888598129389,0.4495124816894531,0.877988874912262,0.041043572127819,0.3469018936157226,0.3469018936157226,0,0.0,0.0,0.0,0.0,,,,,
synthetic_image,kodak24,kodim07,25.0,0,fdncnn_color,31.118399057201827,0.9216473698616028,0.9699862003326416,0.0136610446497797,0.3469018936157226,0.0843571797013282,0,1.1809092000003147,,,0.0,,,,,
synthetic_image,kodak24,kodim07,25.0,0,ectv_fdncnn,31.118399057201827,0.9216473698616028,0.9699862003326416,0.0136610446497797,0.3469018936157226,0.0843571797013282,0,1.1829835000007731,0.333308650746332,0.2625447139143944,0.6839397205857212,0.32,,0.3333333333333333,1.0,1.0
synthetic_image,kodak24,kodim08,25.0,0,noisy,20.340010462457023,0.6444599628448486,0.9581725001335144,0.0363700091838836,0.3905345499515533,0.3905345499515533,0,0.0,0.0,0.0,0.0,,,,,
synthetic_image,kodak24,kodim08,25.0,0,fdncnn_color,29.177748897883223,0.9238758087158204,0.9862439036369324,0.0187795832753181,0.3905345499515533,0.1635815054178238,0,1.3897114999999758,,,0.0,,,,,
